,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
3169,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"This is 100% varietal. It has muscle and mass, with tart purple and black fruits wrapped into layers of earth and slightly metallic tannins. There is a green streak but it adds complexity and is not off-putting. This would be an excellent wine with a simple hanger steak.",,,Arbor Crest 2004 Merlot (Columbia Valley (WA)),$15, Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2004,Arbor Crest
3170,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"This is firm and well-oaked, with the customary high alcohol levels that Spring Valley has been able to manage so well in the past. But at 15+% one expects to find commensurate weight and density; this feels like a much lighter wine, as far as the fruit concentration is concerned. The tannins are still a bit rough and slightly bitter, and the cherry fruit flavors not quite up to carrying all that new oak.",Muleskinner,,Spring Valley Vineyard 2005 Muleskinner Merlot (Walla Walla Valley (WA)),$35, Washington,87, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Spring Valley Vineyard
3171,13.5%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2008,"This is a supple, medium-bodied red wine that shows none of the green flavors that often mark Hawke's Bay reds. Coffee and cola notes suggest plenty of ripeness, while the flavors are more red fruited, with a dark, earthy undercurrent.",,RO Imports LLC,Te Awa 2004 Merlot (Hawke's Bay),$18,Hawke's Bay,87,,Joe Czerwinski,,,Not rated yet [Add Your Review],Merlot,2004,Te Awa
3172,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"This limited (350 case) release is 86% Merlot, the rest Cabernet Sauvignon. There is significant influence from new oak barrels, and the wine is better for it. The oak sharpens the edges and adds tannic definition, with a lightly toasty finish. The fruit is light and pleasant.",,,Gifford Hirlinger 2005 Merlot (Walla Walla Valley (WA)),$26, Washington,86, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Gifford Hirlinger
3173,14.5%,"Colchagua Valley, Chile",750 ml,Red, Chile,5/1/2008,"Ripe and forward, with just the smallest hint of green on the nose and palate. The feel is creamy and full, while flavors of black fruit are pleasant. Long on the finish given the wine's humble provenance; some mild espresso bitterness keeps it from being candied. Imported by Carolina Wine Brands USA Inc.",Reserva,QW Wine Experts,Santa Carolina 2006 Reserva Merlot (Colchagua Valley),$10,Colchagua Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Santa Carolina
3174,N/A,"Walla Walla Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"This is a chunky, chocolaty rendition of Walla Walla Valley Merlot. The fruit tastes of strawberries, and the oak adds luscious layers of chocolate. It's forward and flavorful, but one-dimensional, without detail or depth.",,,Fort Walla Walla 2005 Merlot (Walla Walla Valley (WA)),$30, Washington,86, Columbia Valley,Paul Gregutt,@paulgwine ,Walla Walla Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Fort Walla Walla
3175,14.5%,"Rapel Valley, Chile",750 ml,Red, Chile,5/1/2008,"Still a sure-fire Best Buy in these days of inflation, yet in its own right this is pretty good Merlot. It's full-bodied and hints at smoked meat, leather and black fruit. The nose is solid and so is the palate. With no promises of miracles, it'll get the job done.",120,Palm Bay International,Santa Rita 2006 120 Merlot (Rapel Valley),$9,Rapel Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Santa Rita
3176,14.3%,"Cachapoal Valley, Chile",750 ml,Red, Chile,5/1/2008,"After years of taking its Merlot from southerly Lontué, San Pedro is now using Cachapoal fruit for this everyday wine, and the result seems fruitier and wider than in the past, with aromas of charcoal and herbs setting up black-fruit flavors accented by carob. A full and simple wine that has what it takes to please.",Castillo de Molina Reserva,Shaw-Ross International Importers,San Pedro 2006 Castillo de Molina Reserva Merlot (Cachapoal Valley),$12,Cachapoal Valley,86,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,San Pedro
3177,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"Although it's just a guess, it seems clear that Snoqualmie was the loser in 2004, when so many small wineries were helped out by Chateau Ste. Michelle, which provided them grapes during a bad freeze year. Snoqualmie probably should not have made a reserve under the circumstances, as this falls well short of recent efforts. It's a light and simple wine, with thin candy cherry flavors and herbal streaks.",Reserve,,Snoqualmie 2004 Reserve Merlot (Columbia Valley (WA)),$23, Washington,85, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2004,Snoqualmie
3178,13%,"Hawke's Bay, New Zealand",750 ml,Red, New Zealand,5/1/2008,"Roy's Hill is this respected winery's second label, offering lighter, less concentrated versions of the Pask wines. Coffee and chocolate accents mark this wine's smooth cherry fruit. Drink now.",Roy's Hill,Indigo Wine Group,CJ Pask 2005 Roy's Hill Merlot (Hawke's Bay),$14,Hawke's Bay,85,,Joe Czerwinski,,,Not rated yet [Add Your Review],Merlot,2005,CJ Pask
3179,13.5%,"Maule Valley, Chile",750 ml,Red, Chile,5/1/2008,"Berries and pepper control the nose, and there's some horseradish-like bitterness as well. The palate runs quite bright, tangy and juicy as it borders on tart. Not a rich, layered wine. What's on display is basic, lean and a little tangy. Imported by Vinecrest Co.",Casas Patronales Los Olivos Vineyard,Brotherhood Winery,Viña Casas Patronales 2006 Casas Patronales Los Olivos Vineyard Merlot (Maule Valley),$10,Maule Valley,84,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Viña Casas Patronales
3180,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"This has light, pretty cherry and raspberry fruit flavors, forward and slightly sweet. The acids are chewy and puckery—acidification?—and therefore the finish is rather citric and sharp. The addition of 25% Cabernet Sauvignon may have also contributed.",,,Snoqualmie 2005 Merlot (Columbia Valley (WA)),$10, Washington,84, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Snoqualmie
3181,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"As with the 2003 Ethos Merlot, this new vintage shows an excess of horsey, tack room flavors that suggest a yeast infection. Along with it come chalky tannins and a harsh, acidulated mouthfeel. The fruit gets stripped away, and the finish gets chewy and tough. It's too bad because there is clearly excellent fruit here, but it's buried.",Ethos,,Chateau Ste. Michelle 2004 Ethos Merlot (Columbia Valley (WA)),$38, Washington,83, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2004,Chateau Ste. Michelle
3182,14%,"Maipo Valley, Chile",750 ml,Red, Chile,5/1/2008,"Thin, peppery aromas lead to light, semitart cherry and berry flavors with a hint of green herbs thrown in. Controlled and not offering a lot of body or heft, it tilts heavily to the lean, red-fruit end of the spectrum.",Gran Resrva de Los Andes,Halby Marketing,Santa Alicia 2005 Gran Resrva de Los Andes Merlot (Maipo Valley),$12,Maipo Valley,83,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2005,Santa Alicia
3183,13.5%,"Casablanca Valley, Chile",750 ml,Red, Chile,5/1/2008,"A tart specimen with a lip-smacking, acidic feel. This has all the hallmarks of cool Casablanca, meaning it's sharp and choppy as opposed to lush and deep. It hits hard with the zippy red-fruit, and in the end it's flashy yet very tangy.",Gran Reserva,Saranty Imports,Santa Maria 2005 Gran Reserva Merlot (Casablanca Valley),$18,Casablanca Valley,83,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2005,Santa Maria
3184,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,5/1/2008,"There's quite a volatile kick to the nose, and this dry, astringent wine seems as if it has been worked over a bit too much. Tannins are chalky and the fruit is quite light and generic, despite the excellent vineyard from which it was sourced. Tastes like it was made in the lab, not in the vineyard.",Stillwater Creek,,Woodinville Wine Cellars 2005 Stillwater Creek Merlot (Columbia Valley (WA)),$25, Washington,83, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Woodinville Wine Cellars
3185,13.5%,"Central Valley, Chile",750 ml,Red, Chile,5/1/2008,"Jumbled and muddy on the nose. There's a strong whiff of stewed fruit and reduced beet juice, and in the mouth the flavors taste too much like raisin and cooked blackberries. Imported by Racke USA, Inc.",,Balzac Communications,Espiritu de Chile 2006 Merlot (Central Valley),$10,Central Valley,82,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2006,Espiritu de Chile
3186,14%,"Molina, Chile",750 ml,Red, Chile,5/1/2008,"A demanding, pushy wine with few rewards. The nose is aggressive with aromas of shoe polish, coffee and gamy fruit, and the palate turns jumpy and more acidic as it opens. Rough and tumble, yet concentrated. Imported by Orvino Imports.",Reserva,Viña Echeverria,Echeverria 2005 Reserva Merlot (Molina),$13,Molina,82,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2005,Echeverria
3187,13.4%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,4/1/2008,"Clean and focused up front, with appealing cola, cherry and plum aromas. If you like wild berry flavors and juicy, borderline aggressive acidity, then Deyo fits your request. It's a fairly rough, spunky wine with finishing notes of espresso and bitter chocolate. Should match well with salty, robust foods.",Deyo,The Winebow Group LLC,Castillo de Monjardin 2003 Deyo Merlot (Navarra),$15, Northern Spain,87,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2003,Castillo de Monjardin
3188,13.5%,"Judean Hills, Israel",750 ml,Red, Israel,4/1/2008,"Draws you in with its brilliant ruby color and assertive bouquet of dark plum, black cherry and berry nuanced with menthol and dirt. A full, round mouthfeel and soft, fleeting tannins showcase the wine's solid balance, and the strong finish is not sweet or overdone.",Kosher,Royal Wine Corporation,Psagot 2004 Kosher Merlot (Judean Hills),$24,Judean Hills,87,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Merlot,2004,Psagot
3189,14%,"Galilee, Israel",750 ml,Red, Israel,4/1/2008,A round and spicy Merlot. Dark plum and blackberry flourish while fleeting nuances of tobacco glimmer on the medium-length finish. The silky texture and soft tannins are sure to please those with a gentler palate.,Kosher,Palm Bay International,Recanati 2006 Kosher Merlot (Galilee),$16,Galilee,84,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Merlot,2006,Recanati
3190,13%,"Vin de Pays d'Oc, Languedoc-Roussillon, France",750 ml,Red, France,4/1/2008,"Light and fruity with cherry, plum and red currant flavors along with a subtle hint of menthol on the nose. The mouthfeel is smooth and supple. Mevushal.",Kosher,SFW Americas,Fortant 2005 Kosher Merlot (Vin de Pays d'Oc),$13, Languedoc-Roussillon,82,Vin de Pays d'Oc,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Merlot,2005,Fortant
3191,14%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,4/1/2008,"Raw and resiny, with no peg for you to hang your hat on. The palate is sharp and short on ripeness, while the finish settles on hot. Just an aggressive wine with little polish. Not worth the price.",Javier Asensio,International Gourmet,Asensio 2004 Javier Asensio Merlot (Navarra),$29, Northern Spain,82,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2004,Asensio
3192,14%,"Navarra, Northern Spain, Spain",750 ml,Red, Spain,4/1/2008,"With 20% Garnacha, this Navarran Merlot carries a green and lactic streak that makes it a tough go. The palate is gigantic and oversaturated, which makes the whole clumsy and rough.",Palacio de Eza,CIV/USA,Tandem 2004 Palacio de Eza Merlot (Navarra),$12, Northern Spain,82,Navarra,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Merlot,2004,Tandem
3193,14%,"Negev Hills, Israel",750 ml,Red, Israel,4/1/2008,"Thin and light. Solid flavors of red cherry and berry jam lead into a short but lively finish. With virtually no tannins, this is a suitable choice for lighter chicken or fish dishes.",Estate Bottled Reserve Kosher,Abarbanel Wine Company,Kadesh Barnea 2004 Estate Bottled Reserve Kosher Merlot (Negev Hills),$35,Negev Hills,81,,Lauren Buzzeo,@laurbuzz,,Not rated yet [Add Your Review],Merlot,2004,Kadesh Barnea
3194,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2008,"This is 100% varietal, a 50-50 blend from Waliser and Candy Mountain vineyards. A beautiful color, deep purple, leads into a substantial Merlot with smooth berry flavors. Highlight hints of soy and balsamic are streaked into the midpalate, and the wine sails into a dark, smoky finish, which lasts a minute or longer, sending out a rainbow of flavors suggesting stone fruits and even a bit of papaya.",,,Beresan 2005 Merlot (Columbia Valley (WA)),$29, Washington,91, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Beresan
3195,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2008,"This is sleek and stylish, with polished and bright raspberry and cherry candy flavors, spiced up with sharp acids and finished with some chewy tannins. The wine is just this side of high-toned, bright and assertive, and the fruit flavors are penetrating and last through a considerable finish.",,,Robert Karl 2005 Merlot (Columbia Valley (WA)),$24, Washington,89, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2005,Robert Karl
3196,N/A,"Yakima Valley, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2008,"Pure Merlot, from estate vines, this is tart and juicy, with a clean and acidic cut to it that is unusual for Merlot. It's got a lively and evocative nose that sends up aromas of mixed stone fruits, chocolate and butterscotch, but it's carefully made to conserve the acidic push of the fruit and not overwhelm it with barrel.",,,Willow Crest 2005 Merlot (Yakima Valley),$16, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Yakima Valley,Not rated yet [Add Your Review],Merlot,2005,Willow Crest
3197,N/A,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2008,"This dark and chocolaty wine contains 20% Cabernet, which stiffens the tannic spine and contributes some varietal notes of herb and bark. The fruit hits you right up front with black cherry and blackberry and provides a solid foundation for the substantial, smoky, coffee-flavored barrel flavors.",,,Barrister 2004 Merlot (Columbia Valley (WA)),$25, Washington,88, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],Merlot,2004,Barrister
